"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oregon","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oregon","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oregon","College or beyond"
"Category 1",1.790505,0.4,3.18,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Pennsylvania","Middle school/junior high"
"Category 2",46.825782,41.61,52.04,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Pennsylvania","High school"
"Category 3",51.383713,46.42,56.35,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Pennsylvania","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Rhode Island","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Rhode Island","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Rhode Island","College or beyond"
"Category 1",3.617685,2.11,5.12,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Carolina","Middle school/junior high"
"Category 2",40.704874,33.36,48.05,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Carolina","High school"
"Category 3",55.677442,47.81,63.54,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Carolina","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Dakota","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Dakota","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Dakota","College or beyond"
"Category 1",5.117913,3.63,6.61,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Tennessee","Middle school/junior high"
"Category 2",45.650041,43.26,48.04,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Tennessee","High school"
"Category 3",49.232047,46.65,51.81,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Tennessee","College or beyond"
"Category 1",10.219389,8.06,12.38,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Texas","Middle school/junior high"
"Category 2",43.507505,40.33,46.69,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Texas","High school"
"Category 3",46.273105,43,49.55,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Texas","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Utah","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Utah","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Utah","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Vermont","Middle school/junior high"
"Category 2",40.583352,25.16,56.01,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Vermont","High school"
"Category 3",54.975888,31.73,78.22,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Vermont","College or beyond"
"Category 1",3.408792,-1.9,8.71,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Virginia","Middle school/junior high"
"Category 2",38.748917,30.35,47.15,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Virginia","High school"
"Category 3",57.842291,44.94,70.75,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Virginia","College or beyond"
"Category 1",6.198356,2.59,9.8,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Washington","Middle school/junior high"
"Category 2",43.290408,37.41,49.18,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Washington","High school"
"Category 3",50.511236,43.29,57.74,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Washington","College or beyond"
"Category 1",4.801615,-0.45,10.05,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","West Virginia","Middle school/junior high"
"Category 2",45.779761,40.34,51.22,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","West Virginia","High school"
"Category 3",49.418624,42.02,56.82,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","West Virginia","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wisconsin","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wisconsin","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wisconsin","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wyoming","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wyoming","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wyoming","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Puerto Rico","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Puerto Rico","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Puerto Rico","College or beyond"
"Category 1",5.55617,5.16,5.95,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Total","Middle school/junior high"
"Category 2",31.392291,30.61,32.17,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Total","High school"
"Category 3",63.051539,62.27,63.84,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Total","College or beyond"
"Category 1",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alabama","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alabama","High school"
"Category 3",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alabama","College or beyond"
"Category 1",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alaska","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alaska","High school"
"Category 3",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alaska","College or beyond"
"Category 1",6.120554,2.77,9.47,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arizona","Middle school/junior high"
"Category 2",32.19767,27.96,36.44,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arizona","High school"
"Category 3",61.681775,59.12,64.25,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arizona","College or beyond"
"Category 1",2.232824,0.19,4.27,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arkansas","Middle school/junior high"
"Category 2",27.998724,23.57,32.42,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arkansas","High school"
"Category 3",69.768453,65.7,73.83,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arkansas","College or beyond"
"Category 1",14.822114,12.77,16.88,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","California","Middle school/junior high"
"Category 2",37.789042,35.33,40.25,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","California","High school"
"Category 3",47.388844,44.67,50.11,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","California","College or beyond"
"Category 1",4.762752,2.6,6.92,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Colorado","Middle school/junior high"
"Category 2",32.259869,28.59,35.93,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Colorado","High school"
"Category 3",62.977379,59.82,66.14,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Colorado","College or beyond"
"Category 1",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Connecticut","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Connecticut","High school"
"Category 3",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Connecticut","College or beyond"
"Category 1",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Delaware","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Delaware","High school"
"Category 3",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Delaware","College or beyond"
"Category 1",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","District of Columbia","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","District of Columbia","High school"
"Category 3",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","District of Columbia","College or beyond"
"Category 1",3.723864,2.12,5.33,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Florida","Middle school/junior high"
"Category 2",34.027752,30.01,38.04,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Florida","High school"
"Category 3",62.248385,58.53,65.97,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Florida","College or beyond"
"Category 1",3.851751,2.35,5.35,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Georgia","Middle school/junior high"
"Category 2",32.003619,27.97,36.04,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Georgia","High school"
"Category 3",64.14463,59.99,68.3,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Georgia","College or beyond"
"Category 1",2.239035,0.04,4.44,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Hawaii","Middle school/junior high"
"Category 2",37.672213,34.97,40.38,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Hawaii","High school"
"Category 3",60.088752,56.17,64.01,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Hawaii","College or beyond"
"Category 1",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Idaho","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Idaho","High school"
"Category 3",NA,NA,NA,"Public 4-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Idaho","College or beyond"
