"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 3",28.768673,25.63,31.91,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Pennsylvania","Upper-middle quartile"
"Category 4",27.616519,23.89,31.34,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Pennsylvania","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Rhode Island","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Rhode Island","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Rhode Island","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Rhode Island","Top quartile"
"Category 1",24.387652,20.7,28.07,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","South Carolina","Bottom quartile"
"Category 2",28.094997,24.99,31.2,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","South Carolina","Lower-middle quartile"
"Category 3",24.412603,21.98,26.84,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","South Carolina","Upper-middle quartile"
"Category 4",23.104748,19.72,26.49,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","South Carolina","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","South Dakota","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","South Dakota","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","South Dakota","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","South Dakota","Top quartile"
"Category 1",27.795717,24.63,30.96,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Tennessee","Bottom quartile"
"Category 2",27.937317,25.49,30.39,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Tennessee","Lower-middle quartile"
"Category 3",26.399179,23.77,29.03,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Tennessee","Upper-middle quartile"
"Category 4",17.867787,14.9,20.84,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Tennessee","Top quartile"
"Category 1",30.857696,28.63,33.09,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Texas","Bottom quartile"
"Category 2",30.58388,28.51,32.66,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Texas","Lower-middle quartile"
"Category 3",23.975658,22.09,25.86,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Texas","Upper-middle quartile"
"Category 4",14.582766,13.03,16.14,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Texas","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Utah","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Utah","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Utah","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Utah","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Vermont","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Vermont","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Vermont","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Vermont","Top quartile"
"Category 1",20.99162,17.5,24.48,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Virginia","Bottom quartile"
"Category 2",25.120383,21.55,28.69,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Virginia","Lower-middle quartile"
"Category 3",28.307682,24.51,32.1,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Virginia","Upper-middle quartile"
"Category 4",25.580315,21.31,29.85,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Virginia","Top quartile"
"Category 1",23.286528,21.1,25.47,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Washington","Bottom quartile"
"Category 2",25.026515,21.99,28.07,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Washington","Lower-middle quartile"
"Category 3",28.917784,25.83,32,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Washington","Upper-middle quartile"
"Category 4",22.769173,20.45,25.09,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Washington","Top quartile"
"Category 1",24.107872,20.96,27.26,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","West Virginia","Bottom quartile"
"Category 2",26.283361,22.68,29.88,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","West Virginia","Lower-middle quartile"
"Category 3",26.884734,21.75,32.02,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","West Virginia","Upper-middle quartile"
"Category 4",22.724034,19.59,25.86,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","West Virginia","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Wisconsin","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Wisconsin","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Wisconsin","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Wisconsin","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Wyoming","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Wyoming","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Wyoming","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Wyoming","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Puerto Rico","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Puerto Rico","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Puerto Rico","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Puerto Rico","Top quartile"
"Category 1",32.546061,31.5,33.6,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Total","Bottom quartile"
"Category 2",29.411042,28.33,30.49,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Total","Lower-middle quartile"
"Category 3",25.144918,24.16,26.13,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Total","Upper-middle quartile"
"Category 4",12.897979,12.17,13.63,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Total","Top quartile"
"Category 1",41.178046,36.71,45.64,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alabama","Bottom quartile"
"Category 2",29.811401,26.14,33.48,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alabama","Lower-middle quartile"
"Category 3",18.299845,14.77,21.83,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alabama","Upper-middle quartile"
"Category 4",10.710709,8.3,13.12,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alabama","Top quartile"
"Category 1",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alaska","Bottom quartile"
"Category 2",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alaska","Lower-middle quartile"
"Category 3",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alaska","Upper-middle quartile"
"Category 4",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alaska","Top quartile"
"Category 1",34.485814,26.34,42.63,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arizona","Bottom quartile"
"Category 2",28.475032,16.65,40.3,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arizona","Lower-middle quartile"
"Category 3",28.640853,22.16,35.12,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arizona","Upper-middle quartile"
"Category 4",8.398302,4.45,12.35,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arizona","Top quartile"
"Category 1",32.608658,26.8,38.41,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arkansas","Bottom quartile"
"Category 2",31.793245,26.52,37.07,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arkansas","Lower-middle quartile"
"Category 3",23.376009,18.93,27.82,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arkansas","Upper-middle quartile"
"Category 4",12.222088,9.24,15.21,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arkansas","Top quartile"
"Category 1",39.558851,36.24,42.88,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","California","Bottom quartile"
"Category 2",30.047434,27.25,32.84,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","California","Lower-middle quartile"
"Category 3",20.122658,17.5,22.75,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","California","Upper-middle quartile"
"Category 4",10.271057,8.51,12.04,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","California","Top quartile"
"Category 1",31.464438,23.72,39.21,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Colorado","Bottom quartile"
"Category 2",24.425795,17.45,31.41,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Colorado","Lower-middle quartile"
"Category 3",32.501732,24.97,40.03,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Colorado","Upper-middle quartile"
"Category 4",11.608035,3.6,19.61,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Colorado","Top quartile"
"Category 1",31.469937,24.73,38.21,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Connecticut","Bottom quartile"
"Category 2",34.348704,25.46,43.24,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Connecticut","Lower-middle quartile"
"Category 3",24.837637,21.63,28.05,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Connecticut","Upper-middle quartile"
"Category 4",9.343722,6.47,12.22,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Connecticut","Top quartile"
"Category 1",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Delaware","Bottom quartile"
"Category 2",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Delaware","Lower-middle quartile"
"Category 3",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Delaware","Upper-middle quartile"
"Category 4",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Delaware","Top quartile"
"Category 1",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","District of Columbia","Bottom quartile"
"Category 2",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","District of Columbia","Lower-middle quartile"
"Category 3",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","District of Columbia","Upper-middle quartile"
"Category 4",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","District of Columbia","Top quartile"
"Category 1",36.252331,29.93,42.57,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Florida","Bottom quartile"
"Category 2",30.330565,19.58,41.09,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Florida","Lower-middle quartile"
"Category 3",21.646637,15.03,28.27,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Florida","Upper-middle quartile"
"Category 4",11.770467,4.95,18.6,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Florida","Top quartile"
"Category 1",28.360228,18.26,38.46,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Georgia","Bottom quartile"
"Category 2",25.459943,13.81,37.11,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Georgia","Lower-middle quartile"
"Category 3",33.111323,21.68,44.54,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Georgia","Upper-middle quartile"
"Category 4",13.068506,6.47,19.67,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Georgia","Top quartile"
"Category 1",28.334138,23.02,33.65,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Hawaii","Bottom quartile"
"Category 2",28.945593,23.14,34.75,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Hawaii","Lower-middle quartile"
"Category 3",27.290105,20.66,33.92,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Hawaii","Upper-middle quartile"
"Category 4",15.430165,12.66,18.2,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Hawaii","Top quartile"
"Category 1",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Idaho","Bottom quartile"
"Category 2",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Idaho","Lower-middle quartile"
"Category 3",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Idaho","Upper-middle quartile"
"Category 4",NA,NA,NA,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Idaho","Top quartile"
"Category 1",28.394164,23.18,33.61,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Illinois","Bottom quartile"
"Category 2",29.36115,24.15,34.58,"Public 2-year","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Illinois","Lower-middle quartile"
